name,mass (g),year,reclat,reclong,color
Dhofar 1410,30.45,2001,19.158950,54.704970,2
El Atchane 010,30.5,2002,29.818350,4.382280,2
Meteorite Hills 00429,30.5,2000,-79.683330,159.750000,2
Meteorite Hills 00953,30.5,2000,-79.683330,159.750000,2
Grove Mountains 022130,30.54,2003,-72.778890,75.313610,2
Jiddat al Harasis 465,30.568,2007,19.883730,56.336520,2
Meteorite Hills 01085,30.6,2001,-79.683330,159.750000,2
Meteorite Hills 01279,30.6,2001,-79.683330,159.750000,2
Grove Mountains 052315,30.67,2006,-72.780000,75.328330,2
Meteorite Hills 00643,30.68,2000,-79.683330,155.750000,2
Meteorite Hills 00808,30.69,2000,-79.683330,155.750000,2
Lucerne Valley 090,30.7,2007,34.488230,-116.977970,2
Ramlat al Wahibah 035,30.74,2006,21.368650,58.397670,2
Grove Mountains 051884,30.75,2006,-72.781330,75.320400,2
Grove Mountains 052079,30.76,2006,-72.772640,75.342200,2
Grove Mountains 090002,30.8,2010,-72.916610,75.105190,2
Jiddat al Harasis 532,30.8,2008,19.533780,55.174780,2
Grove Mountains 021514,30.82,2003,-72.934720,75.320280,2
Jiddat al Harasis 684,30.9,2011,19.743730,55.570450,2
Jiddat al Harasis 489,30.9,2008,19.968860,56.416780,2
Grove Mountains 021474,30.9,2003,-72.945830,75.266670,2
Meteorite Hills 00832,30.9,2000,-79.683330,159.750000,2
Sayh al Uhaymir 406,30.92,2005,20.064130,56.533900,2
Meteorite Hills 00885,30.99,2000,-79.683330,155.750000,2
El Médano 007,31,2010,-24.850000,-70.533330,2
Ramlat as Sahmah 348,31,2010,20.437730,55.883680,2
Ramlat as Sahmah 293,31,2009,20.628370,55.531180,2
Dhofar 494,31,2001,19.150000,54.583330,2
Tungsten Mountain 009,31,2001,39.680350,-117.629180,2
Dhofar 345,31,2000,19.116670,54.808330,2
Thiel Mountains 99006,31,2000,-85.163230,-94.579870,2
Grove Mountains 051643,31.07,2006,-72.994167,75.205278,2
Ramlat as Sahmah 250,31.1,2005,20.015770,56.477870,2
Meteorite Hills 00987,31.1,2000,-79.683330,159.750000,2
LaPaz Icefield 02235,31.11,2002,-86.366670,-70.000000,2
Bou Kra 005,31.14,2010,26.819000,-12.724000,2
Grove Mountains 022128,31.14,2003,-72.778890,75.313610,2
Grove Mountains 020210,31.2,2003,-72.992500,75.206390,2
Frontier Mountain 01113,31.2,2001,-72.954170,160.462220,2
Sayh al Uhaymir 445,31.3,2007,20.532170,56.671830,2
Meteorite Hills 00426,31.3,2000,-79.683330,155.750000,2
Grove Mountains 052974,31.33,2006,-72.777222,75.338889,2
Grove Mountains 021587,31.33,2003,-72.963890,75.225280,2
Meteorite Hills 01212,31.4,2001,-79.683330,159.750000,2
Meteorite Hills 00682,31.42,2000,-79.683330,155.750000,2
Grove Mountains 052793,31.44,2006,-72.775278,75.338611,2
Grove Mountains 051763,31.46,2006,-72.778611,75.317500,2
Northwest Africa 7764,31.5,2011,0.000000,0.000000,2
Dhofar 459,31.5,2001,18.248570,54.003370,2
Meteorite Hills 01165,31.5,2001,-79.683330,159.750000,2
Grove Mountains 050031,31.59,2006,-73.103889,75.170000,2
Grove Mountains 052038,31.6,2006,-72.778333,75.318056,2
Grove Mountains 050387,31.69,2006,-72.939170,75.288610,2
Sayh al Uhaymir 125,31.7,2003,21.006670,57.321670,2
Grove Mountains 020040,31.7,2002,-73.134720,75.042780,2
Meteorite Hills 01259,31.7,2001,-79.683330,159.750000,2
Meteorite Hills 001025,31.7,2000,-79.683330,159.750000,2
Cuddeback Dry Lake 021,31.72,2004,35.300000,-117.460500,2
Tungsten Mountain 001,31.73,2000,39.636110,-117.654720,2
Grove Mountains 052037,31.74,2006,-72.778333,75.317778,2
San Joaquin,31.8,2005,32.166570,-111.117180,2
Grove Mountains 022145,31.8,2003,-72.778890,75.313610,2
Meteorite Hills 00850,31.8,2000,-79.683330,159.750000,2
Grove Mountains 053524,31.81,2006,-72.778889,75.315556,2
Grove Mountains 021548,31.81,2003,-72.962780,75.246110,2
Ramlat as Sahmah 223,31.89,2003,20.541830,56.070020,2
Jiddat al Harasis 482,31.9,2008,19.975250,56.428390,2
Grove Mountains 022449,31.93,2003,-72.773060,75.339170,2
Ramlat as Sahmah 375,31.94,2010,20.494880,55.851120,2
Caleta el Cobre 011,32,2010,-24.250000,-70.516670,2
El Médano 030,32,2010,-24.850000,-70.533330,2
Thiel Mountains 07004,32,2007,-85.157000,-94.596670,2
Dhofar 493,32,2001,19.146670,54.580000,2
Meteorite Hills 01193,32,2001,-79.683330,159.750000,2
Meteorite Hills 001073,32,2000,-79.683330,159.750000,2
Dar al Gani 1043,32.1,2005,27.433330,16.000000,2
Dar al Gani 787,32.1,2000,27.041500,16.400830,2
Meteorite Hills 00703,32.1,2000,-79.683330,159.750000,2
Sayh al Uhaymir 475,32.101,2002,20.165580,56.628030,2
Jiddat al Harasis 440,32.169,2007,19.600020,56.432000,2
Dhofar 795,32.18,2001,19.048700,54.529100,2
Grove Mountains 020075,32.2,2003,-72.995830,75.206670,2
Meteorite Hills 01266,32.2,2001,-79.683330,159.750000,2
Coyote Dry Lake 142,32.22,2000,35.067250,-116.748530,2
Grove Mountains 051879,32.28,2006,-72.780556,75.331389,2
Grove Mountains 022117,32.28,2003,-72.779170,75.310560,2
Meteorite Hills 01111,32.3,2001,-79.683330,159.750000,2
Sayh al Uhaymir 537,32.4,2011,20.395610,56.635890,2
Shişr 155,32.5,2007,18.259850,53.992820,2
Jiddat al Harasis 116,32.5,2004,19.648780,55.755250,2
Sayh al Uhaymir 301,32.5,2004,21.056130,57.292430,2
Lunar Dry Lake,32.5,2003,38.399180,-115.996700,2
Meteorite Hills 00714,32.5,2000,-79.683330,159.750000,2
Meteorite Hills 00779,32.59,2000,-79.683330,155.750000,2
Meteorite Hills 01107,32.6,2001,-79.683330,159.750000,2
Meteorite Hills 001123,32.6,2000,-79.683330,159.750000,2
Grove Mountains 021678,32.65,2003,-72.777220,75.337780,2
Meteorite Hills 00820,32.68,2000,-79.683330,155.750000,2
Sayh al Uhaymir 487,32.7,2008,21.276320,57.118770,2
Sayh al Uhaymir 447,32.8,2007,20.550370,56.685400,2
Meteorite Hills 00656,32.82,2000,-79.683330,155.750000,2
LaPaz Icefield 02258,32.88,2002,-86.366670,-70.000000,2
MacAlpine Hills 02604,32.9,2002,-84.216670,160.500000,2
Meteorite Hills 01171,32.9,2001,-79.683330,159.750000,2
Meteorite Hills 00750,32.9,2000,-79.683330,155.750000,2
Superior Valley 005,32.92,2001,35.238000,-117.036500,2
El Médano 008,33,2010,-24.850000,-70.533330,2
Dhofar 984,33,2004,19.197330,54.917170,2
Dhofar 649,33,2001,19.193650,54.637470,2
Grove Mountains 022288,33.02,2003,-72.779720,75.292780,2
Meteorite Hills 00770,33.02,2000,-79.683330,155.750000,2
Meteorite Hills 01162,33.1,2001,-79.683330,159.750000,2
Jiddat al Harasis 537,33.2,2008,19.536670,55.173850,2
Roberts Butte 03001,33.2,2003,-72.653330,160.307030,2
Grove Mountains 021722,33.21,2003,-72.790560,75.282780,2
Sayh al Uhaymir 146,33.25,2002,21.051580,57.311440,2
Ramlat al Wahibah 006,33.28,2006,21.178950,58.411850,2
Meteorite Hills 001067,33.4,2000,-79.683330,159.750000,2
Meteorite Hills 00911,33.48,2000,-79.683330,155.750000,2
Grove Mountains 022113,33.49,2003,-72.779170,75.310560,2
O'Malley 011,33.6,2011,-30.893440,131.390000,2
Dar al Gani 1022,33.6,2001,27.083330,16.250000,2
Meteorite Hills 001090,33.6,2000,-79.683330,159.750000,2
Meteorite Hills 00949,33.6,2000,-79.683330,159.750000,2
San Juan 011,33.66,2007,-25.447833,-69.867333,2
Dhofar 461,33.7,2001,18.244700,53.997800,2
Grove Mountains 051795,33.75,2006,-72.778060,75.318330,2
Bates Nunataks 00301,33.8,2000,-80.250000,153.500000,2
Meteorite Hills 00660,33.8,2000,-79.683330,155.750000,2
LaPaz Icefield 02389,33.81,2002,-86.366670,-70.000000,2
Pecora Escarpment 02053,33.85,2002,-85.633330,-68.700000,2
Northwest Africa 2266,33.9,2001,28.750000,-7.583330,2
Meteorite Hills 00859,33.9,2000,-79.683330,155.750000,2
Sayh al Uhaymir 539,34,2011,21.059700,57.276320,2
Caleta el Cobre 016,34,2010,-24.250000,-70.516670,2
Thiel Mountains 08008,34,2008,-85.175670,-94.745170,2
Dhofar 1305,34,2005,18.795080,54.151280,2
Sayh al Uhaymir 105,34,2001,21.058330,57.291670,2
Dhofar 490,34.05,2001,18.716670,54.450000,2
Meteorite Hills 00720,34.07,2000,-79.683330,155.750000,2
Shalim 014,34.1,2009,18.999320,55.495220,2
Johannessen Nunataks 03004,34.1,2003,-72.899170,161.131190,2
Dhofar 305,34.11,2001,19.330000,54.783330,2
Jiddat al Harasis 624,34.2,2009,19.431980,55.363350,2
Meteorite Hills 001072,34.2,2000,-79.683330,159.750000,2
Meteorite Hills 001088,34.2,2000,-79.683330,159.750000,2
Meteorite Hills 00650,34.24,2000,-79.683330,155.750000,2
Ramlat as Sahmah 256,34.27,2005,20.047380,56.486600,2
LaPaz Icefield 02309,34.27,2002,-86.366670,-70.000000,2
Meteorite Hills 00677,34.28,2000,-79.683330,155.750000,2
El Médano 055,34.3,2011,-24.850000,-70.533330,2
MacAlpine Hills 02605,34.4,2002,-84.216670,160.500000,2
Dhofar 489,34.4,2001,19.416670,54.583330,2
Meteorite Hills 01147,34.4,2001,-79.683330,159.750000,2
Grove Mountains 022177,34.47,2003,-72.781670,75.302780,2
San Juan 040,34.5,2009,-25.440000,-69.884000,2
Meteorite Hills 01164,34.5,2001,-79.683330,159.750000,2
Pecora Escarpment 02033,34.59,2002,-85.633330,-68.700000,2
Pecora Escarpment 02022,34.66,2002,-85.633330,-68.700000,2
Sayh al Uhaymir 197,34.69,2002,21.062620,57.273800,2
LaPaz Icefield 02415,34.71,2002,-86.366670,-70.000000,2
Meteorite Hills 00646,34.76,2000,-79.683330,155.750000,2
Meteorite Hills 001029,34.8,2000,-79.683330,159.750000,2
Ramlat as Sahmah 352,34.9,2010,20.383670,55.704200,2
Meteorite Hills 01170,34.9,2001,-79.683330,159.750000,2
El Médano 031,35,2010,-24.850000,-70.533330,2
United Arab Emirates 021,35,2009,22.888720,55.184444,2
Dhofar 1190,35,2002,19.136670,54.563330,2
Meteorite Hills 01123,35,2001,-79.683330,159.750000,2
Sayh al Uhaymir 058,35,2001,20.456670,56.656670,2
Cuddeback Dry Lake 005,35,2000,35.312320,-117.453150,2
LaPaz Icefield 02384,35.04,2002,-86.366670,-70.000000,2
Dar al Gani 836,35.1,2000,26.988670,16.437170,2
Grove Mountains 021789,35.11,2003,-72.774440,75.333330,2
Grove Mountains 021651,35.15,2003,-72.776390,75.347780,2
Meteorite Hills 00715,35.2,2000,-79.683330,159.750000,2
Dhofar 1422,35.22,2001,19.196070,54.880280,2
Grove Mountains 051633,35.23,2006,-72.778060,75.327220,2
Meteorite Hills 00788,35.27,2000,-79.683330,155.750000,2
El Médano 094,35.3,2011,-24.850000,-70.533330,2
Jiddat al Harasis 683,35.3,2011,19.754800,55.591180,2
Al Huwaysah 015,35.3,2010,22.689220,55.320870,2
Dhofar 1005,35.37,2001,19.062850,54.497080,2
Dhofar 960,35.4,2003,19.396670,54.558330,2
Meteorite Hills 001023,35.4,2000,-79.683330,159.750000,2
Shişr 108,35.41,2001,18.192320,53.803680,2
LaPaz Icefield 02398,35.42,2002,-86.366670,-70.000000,2
Grove Mountains 052985,35.53,2006,-72.779170,75.313330,2
Meteorite Hills 01160,35.6,2001,-79.683330,159.750000,2
Meteorite Hills 00790,35.78,2000,-79.683330,155.750000,2
Ramlat al Wahibah 018,35.8,2006,21.211930,58.386150,2
Meteorite Hills 00809,35.89,2000,-79.683330,155.750000,2
Meteorite Hills 001036,35.9,2000,-79.683330,159.750000,2
Grove Mountains 022907,35.91,2003,-72.775000,75.317500,2
Jiddat al Harasis 081,35.95,2003,19.954980,55.689030,2
Dhofar 1587,36,2004,19.057670,54.545670,2
Jiddat al Harasis 125,36,2004,19.623330,55.010000,2
Dhofar 731,36,2002,19.333330,54.795000,2
Dhofar 598,36,2001,18.440000,54.479350,2
Northwest Africa 845,36,2001,30.808000,-5.855830,2
Sayh al Uhaymir 198,36.03,2002,21.062620,57.274220,2
Meteorite Hills 00989,36.1,2000,-79.683330,159.750000,2
Meteorite Hills 00889,36.12,2000,-79.683330,155.750000,2
Jiddat al Harasis 417,36.132,2007,19.784950,56.421950,2
Roach Dry Lake 031,36.2,2002,35.670100,-115.372480,2
Dhofar 467,36.2,2001,18.253770,54.000770,2
Meteorite Hills 001097,36.2,2000,-79.683330,159.750000,2
Meteorite Hills 001111,36.2,2000,-79.683330,159.750000,2
Dhofar 786,36.33,2001,19.066930,54.519320,2
Meteorite Hills 00882,36.33,2000,-79.683330,155.750000,2
Grove Mountains 022140,36.35,2003,-72.778890,75.313610,2
Coyote Dry Lake 175,36.35,2002,35.054750,-116.754320,2
LaPaz Icefield 02402,36.37,2002,-86.366670,-70.000000,2
Meteorite Hills 00738,36.37,2000,-79.683330,155.750000,2
Grove Mountains 020119,36.4,2003,-72.978890,75.264720,2
Meteorite Hills 00830,36.5,2000,-79.683330,159.750000,2
Meteorite Hills 00835,36.5,2000,-79.683330,159.750000,2
Lynch 002,36.54,2010,-31.399530,127.144670,2
Jiddat al Harasis 556,36.6,2008,19.657150,55.589870,2
Grove Mountains 022176,36.6,2003,-72.781670,75.302780,2
Dhofar 249,36.6,2001,18.986670,54.602170,2
Meteorite Hills 00771,36.63,2000,-79.683330,155.750000,2
Grove Mountains 050045,36.65,2006,-72.996944,75.217778,2
Jiddat al Harasis 429,36.657,2007,19.937500,56.474000,2
Dhofar 1443,36.7,2001,18.416670,54.425000,2
Dhofar 458,36.7,2001,18.248620,54.002420,2
Shişr 112,36.8,2007,18.249830,53.996370,2
Meteorite Hills 01102,36.8,2001,-79.683330,159.750000,2
Dar al Gani 788,36.8,2000,26.970170,16.469670,2
Meteorite Hills 001101,36.8,2000,-79.683330,159.750000,2
Jiddat al Harasis 497,36.9,2007,19.791470,56.414680,2
Meteorite Hills 00719,36.9,2000,-79.683330,159.750000,2
El Médano 113,37,2011,-24.850000,-70.533330,2
El Médano 137,37,2011,-24.850000,-70.533330,2
Frontier Mountain 01112,37,2001,-72.953060,160.498610,2
Dar al Gani 803,37,2000,27.014500,16.388670,2
Grove Mountains 090916,37.04,2010,-72.778360,75.319690,2
Grove Mountains 022285,37.06,2003,-72.779720,75.292780,2
Meteorite Hills 00769,37.06,2000,-79.683330,155.750000,2
LaPaz Icefield 02283,37.09,2002,-86.366670,-70.000000,2
Bates Nunataks 00302,37.1,2000,-80.250000,153.500000,2
Meteorite Hills 00858,37.1,2000,-79.683330,159.750000,2
Bluewing 037,37.2,2009,40.281900,-118.946930,2
Meteorite Hills 00801,37.23,2000,-79.683330,155.750000,2
Grove Mountains 020076,37.3,2003,-72.995280,75.204440,2
Meteorite Hills 001058,37.4,2000,-79.683330,159.750000,2
Catalina 004,37.5,2010,-25.233330,-69.716670,2
Meteorite Hills 01281,37.5,2001,-79.683330,159.750000,2
Meteorite Hills 00691,37.59,2000,-79.683330,155.750000,2
Shişr 140,37.6,2007,18.254000,53.998720,2
Meteorite Hills 001049,37.6,2000,-79.683330,159.750000,2
Meteorite Hills 00890,37.63,2000,-79.683330,155.750000,2
Ramlat as Sahmah 347,37.67,2010,20.494080,55.559020,2
Grove Mountains 020186,37.8,2003,-72.978610,75.259170,2
Grove Mountains 021671,37.8,2003,-72.778610,75.330830,2
Dar al Gani 813,37.8,2000,26.994000,16.452170,2
Queen Alexandra Range 02186,37.88,2002,-84.000000,168.000000,2
Sayh al Uhaymir 439,37.9,2007,20.545000,56.674170,2
Grove Mountains 021677,37.9,2003,-72.777780,75.332500,2
El Médano 158,38,2011,-24.850000,-70.533330,2
Dhofar 718,38,2002,19.313330,54.851670,2
Dhofar 949,38,2002,19.125000,54.678330,2
Meteorite Hills 01246,38,2001,-79.683330,159.750000,2
Dhofar 1051,38,2000,18.909020,54.616180,2
Dhofar 1063,38,2000,18.853720,54.752450,2
Sayh al Uhaymir 162,38,2000,20.070000,56.723730,2
Meteorite Hills 00864,38.03,2000,-79.683330,155.750000,2
Meteorite Hills 00998,38.1,2000,-79.683330,159.750000,2
Meteorite Hills 00787,38.11,2000,-79.683330,155.750000,2
Meteorite Hills 00826,38.11,2000,-79.683330,155.750000,2
Grove Mountains 050034,38.13,2006,-72.997780,75.219440,2
Dhofar 1412,38.13,2001,19.113750,54.822450,2
Grove Mountains 022289,38.14,2003,-72.779720,75.292780,2
LaPaz Icefield 02275,38.18,2002,-86.366670,-70.000000,2
Frontier Mountain 01140,38.2,2001,-72.977500,160.510830,2
Grove Mountains 020199,38.3,2003,-72.992500,75.206390,2
Dhofar 248,38.3,2001,18.985830,54.600670,2
Meteorite Hills 00847,38.3,2000,-79.683330,159.750000,2
Meteorite Hills 00651,38.48,2000,-79.683330,155.750000,2
San Juan 039,38.5,2009,-25.371000,-69.897500,2
Jiddat al Harasis 112,38.5,2004,19.647470,55.749970,2
Sayh al Uhaymir 183,38.5,2003,20.176200,56.519830,2
Meteorite Hills 01072,38.5,2001,-79.683330,159.750000,2
Lucerne Valley 045,38.56,2004,34.487000,-116.965120,2
Meteorite Hills 00807,38.57,2000,-79.683330,155.750000,2
Shişr 141,38.6,2007,18.253870,53.997830,2
Meteorite Hills 01187,38.6,2001,-79.683330,159.750000,2
Meteorite Hills 001115,38.6,2000,-79.683330,159.750000,2
Meteorite Hills 00941,38.6,2000,-79.683330,159.750000,2
Meteorite Hills 00986,38.6,2000,-79.683330,159.750000,2
Jiddat al Harasis 241,38.7,2005,19.985470,56.417320,2
LaPaz Icefield 02387,38.76,2002,-86.366670,-70.000000,2
Grove Mountains 99016,38.8,2000,-73.083330,75.200000,2
Superior Valley 022,38.9,2004,35.237050,-117.016180,2
Meteorite Hills 00432,38.9,2000,-79.683330,155.750000,2
Meteorite Hills 00856,38.9,2000,-79.683330,159.750000,2
Meteorite Hills 00657,38.93,2000,-79.683330,155.750000,2
Meteorite Hills 00493,38.99,2000,-79.683330,155.750000,2
El Médano 124,39,2011,-24.850000,-70.533330,2
Catalina 025,39,2009,-25.233330,-69.716670,2
United Arab Emirates 028,39,2009,22.890920,55.179890,2
Bir Zar 003,39,2008,31.499720,9.877220,2
Dhofar 1025,39,2002,19.308750,54.501780,2
Meteorite Hills 00907,39,2000,-79.683330,155.750000,2
Ramlat as Sahmah 356,39.13,2010,20.421450,55.563000,2
Grove Mountains 021506,39.13,2003,-72.945000,75.260830,2
Grove Mountains 022127,39.15,2003,-72.778890,75.313610,2
Jiddat al Harasis 598,39.2,2009,19.827720,55.673420,2
Meteorite Hills 01305,39.2,2001,-79.683330,159.750000,2
LaPaz Icefield 02239,39.3,2002,-86.366670,-70.000000,2
Dhofar 822,39.3,2001,19.048920,54.492670,2
Jiddat al Harasis 703,39.4,2011,19.203330,55.350020,2
Jiddat al Harasis 304,39.54,2005,19.891250,56.330920,2
Roach Dry Lake 113,39.6,2010,35.665940,-115.370810,2
Grove Mountains 020029,39.6,2002,-73.070560,75.265560,2
Harper Dry Lake 018,39.7,2007,35.042100,-117.275120,2
Ramlat as Sahmah 003,39.81,2003,20.263620,56.464050,2
Al Huqf 009,39.83,2002,19.842300,57.000130,2
LaPaz Icefield 02267,39.85,2002,-86.366670,-70.000000,2
Grove Mountains 022031,39.86,2003,-72.782500,75.300560,2
Jiddat al Harasis 602,40,2009,19.678270,55.864580,2
Istifane 002,40,2005,31.498480,-5.717400,2
Timna,40,2002,29.750000,34.916670,2
Dhofar 675,40,2001,19.213300,54.629080,2
Meteorite Hills 01166,40,2001,-79.683330,159.750000,2
Northwest Africa 2265,40,2001,28.666670,-7.533330,2
Red Dry Lake 006,40,2001,35.627050,-114.043360,2
Cuddeback Dry Lake 004,40,2000,35.302330,-117.460170,2
Dar al Gani 868,40,2000,28.000000,16.000000,2
LaPaz Icefield 02236,40.04,2002,-86.366670,-70.000000,2
Meteorite Hills 00793,40.05,2000,-79.683330,155.750000,2
El Médano 046,40.1,2011,-24.850000,-70.533330,2
Johannessen Nunataks 03006,40.1,2003,-72.899530,161.128780,2
Dar al Gani 1051,40.1,2000,27.169170,16.135330,2
Northwest Africa 2264,40.2,2002,27.916670,-7.500000,2
Dhofar 1413,40.2,2001,19.140680,54.674480,2
Meteorite Hills 00825,40.35,2000,-79.683330,155.750000,2
Meteorite Hills 00659,40.38,2000,-79.683330,155.750000,2
Meteorite Hills 00567,40.41,2000,-79.683330,155.750000,2
Grove Mountains 052023,40.46,2006,-72.781940,75.299440,2
Meteorite Hills 00654,40.48,2000,-79.683330,155.750000,2
Dhofar 1460,40.5,2008,19.018200,54.372300,2
Jiddat al Harasis 485,40.5,2008,19.977780,56.423610,2
Grove Mountains 024517,40.5,2003,-73.000000,75.200000,2
Northwest Africa 462,40.5,2001,26.784000,-12.833500,2
LaPaz Icefield 02407,40.52,2002,-86.366670,-70.000000,2
Grove Mountains 022775,40.56,2003,-72.775000,75.329170,2
Meteorite Hills 01070,40.6,2001,-79.683330,159.750000,2
Meteorite Hills 001077,40.6,2000,-79.683330,159.750000,2
Meteorite Hills 00974,40.6,2000,-79.683330,159.750000,2
Meteorite Hills 00883,40.61,2000,-79.683330,155.750000,2
LaPaz Icefield 02385,40.68,2002,-86.366670,-70.000000,2
Grove Mountains 091014,40.7,2010,-72.984890,75.248670,2
Meteorite Hills 001062,40.7,2000,-79.683330,159.750000,2
Meteorite Hills 00975,40.7,2000,-79.683330,159.750000,2
Meteorite Hills 00628,40.72,2000,-79.683330,155.750000,2
Pecora Escarpment 02056,40.79,2002,-85.633330,-68.700000,2
Dhofar 1671,40.8,2011,18.869580,54.229560,2
Ifould Lake 001,40.9,2008,-30.850000,132.083330,2
Grove Mountains 022139,40.9,2003,-72.778890,75.313610,2
Great Sand Sea 035,40.94,2007,26.616670,26.199330,2
Caleta el Cobre 017,41,2010,-24.250000,-70.516670,2
Tamarack,41,2004,44.933890,-116.431670,2
Pecora Escarpment 02013,41,2002,-85.633330,-68.700000,2
Dhofar 1052,41,2000,18.922870,54.628670,2
Dhofar 1058,41,2000,18.857030,54.644650,2
LaPaz Icefield 02347,41.01,2002,-86.366670,-70.000000,2
Meteorite Hills 01141,41.2,2001,-79.683330,159.750000,2
Grove Mountains 051773,41.21,2006,-72.777780,75.321390,2
Miller Butte 03001,41.3,2003,-72.702250,160.337470,2
Meteorite Hills 00997,41.3,2000,-79.683330,159.750000,2
Frontier Mountain 09018,41.4,2009,-72.952750,160.483700,2
Dar al Gani 796,41.4,2000,27.369500,16.240170,2
Dhofar 204,41.4,2000,19.418330,54.763330,2
Ramlat as Sahmah 344,41.49,2010,20.470150,55.526170,2
Pecora Escarpment 01002,41.5,2002,-85.666800,-69.040280,2
Al Huqf 001,41.5,2000,19.420000,57.188330,2
Tungsten Mountain 204,41.6,2005,39.678880,-117.629450,2
Meteorite Hills 01124,41.6,2001,-79.683330,159.750000,2
Stewart Valley 010,41.7,2003,36.184720,-116.143420,2
Meteorite Hills 01097,41.7,2001,-79.683330,159.750000,2
Meteorite Hills 00795,41.7,2000,-79.683330,155.750000,2
Meteorite Hills 00725,41.75,2000,-79.683330,155.750000,2
LaPaz Icefield 02413,41.76,2002,-86.366670,-70.000000,2
Grove Mountains 021795,41.78,2003,-72.773890,75.323890,2
San Juan 049,41.8,2009,-25.439333,-69.886333,2
Meteorite Hills 01208,41.8,2001,-79.683330,159.750000,2
LaPaz Icefield 02414,41.96,2002,-86.366670,-70.000000,2
Catalina 036,42,2011,-25.233330,-69.716670,2
El Médano 166,42,2011,-24.850000,-70.533330,2
Dhofar 1434,42,2007,18.356750,54.025920,2
Dhofar 1269,42,2005,18.731389,54.509167,2
Dhofar 1300,42,2002,19.138330,54.658330,2
Sayh al Uhaymir 324,42,2002,20.996670,57.316670,2
Dar al Gani 882,42,2000,27.233330,16.100000,2
Old Dominion Mine,42,2000,34.859580,-116.221130,2
Dhofar 1401,42.03,2001,19.191350,54.655450,2
Grove Mountains 022190,42.08,2003,-72.781390,75.305560,2
Sayh al Uhaymir 060,42.28,2001,20.980000,57.318330,2
Meteorite Hills 01106,42.3,2001,-79.683330,159.750000,2
Meteorite Hills 00981,42.3,2000,-79.683330,159.750000,2
El Médano 074,42.4,2011,-24.850000,-70.533330,2
LaPaz Icefield 02342,42.42,2002,-86.366670,-70.000000,2
Dhofar 1406,42.46,2001,19.155450,54.713920,2
Coyote Dry Lake 165,42.57,2002,35.068880,-116.761970,2
Dhofar 1527,42.6,2009,19.389500,54.467000,2
Meteorite Hills 00990,42.6,2000,-79.683330,159.750000,2
Powell Peak 001,42.8,2011,34.682220,-114.330460,2
Dar al Gani 950,42.83,2000,27.899000,15.864500,2
Jiddat al Harasis 618,42.9,2009,19.239970,55.370230,2
Jiddat al Harasis 247,42.9,2005,19.977080,56.425730,2
Frontier Mountain 03081,42.9,2003,-72.988860,160.406030,2
Sayh al Uhaymir 411,42.94,2005,21.005720,57.031850,2
Jiddat al Harasis 491,43,2008,19.980560,56.412060,2
Coyote Dry Lake 164,43,2002,35.058350,-116.774030,2
Dhofar 452,43,2001,18.806770,54.387250,2
Dhofar 633,43,2001,19.107270,54.607270,2
Meteorite Hills 01278,43,2001,-79.683330,159.750000,2
Northwest Africa 1196,43,2001,30.808000,-5.855830,2
Dhofar 1062,43,2000,18.837920,54.670330,2
Meteorite Hills 00702,43,2000,-79.683330,159.750000,2
Thiel Mountains 99016,43,2000,-85.165100,-94.777120,2
Lucerne Valley 120,43.1,2010,34.483880,-116.950100,2
Meteorite Hills 00655,43.11,2000,-79.683330,155.750000,2
Grove Mountains 052771,43.12,2006,-72.778060,75.314720,2
Ramlat as Sahmah 244,43.14,2005,20.585130,56.147330,2
Ramlat as Sahmah 236,43.2,2005,20.565370,56.164620,2
Grove Mountains 022282,43.3,2003,-72.778330,75.313890,2
Meteorite Hills 01167,43.3,2001,-79.683330,159.750000,2
Sayh al Uhaymir 433,43.3,2001,21.066370,57.264800,2
Dhofar 542,43.3,2000,18.808330,54.472170,2
Meteorite Hills 001040,43.3,2000,-79.683330,159.750000,2
Pecora Escarpment 02052,43.37,2002,-85.633330,-68.700000,2
Jiddat al Harasis 621,43.4,2009,19.385180,55.377400,2
El Médano 130,43.6,2011,-24.850000,-70.533330,2
Jiddat al Harasis 122,43.6,2002,19.668383,55.740733,2
Grove Mountains 021495,43.7,2003,-72.946670,75.305830,2
Meteorite Hills 01135,43.7,2001,-79.683330,159.750000,2
Silurian Dry Lake,43.8,2000,35.517520,-116.176070,2
Grove Mountains 050035,43.82,2006,-72.999720,75.194170,2
Ramlat al Wahibah 004,43.83,2006,21.348230,58.407900,2
Jiddat al Harasis 309,43.9,2005,19.673320,55.708120,2
Meteorite Hills 00917,43.93,2000,-79.683330,155.750000,2
Thiel Mountains 08001,44,2008,-85.240670,-90.351000,2
Thiel Mountains 08002,44,2008,-85.239000,-90.326000,2
Dhofar 1637,44,2004,18.966500,54.281670,2
Dhofar 652,44,2001,19.105480,54.838080,2
Meteorite Hills 01143,44,2001,-79.683330,159.750000,2
Tungsten Mountain 007,44,2001,39.685180,-117.621050,2
Contis-Plage,44,2000,44.083330,-1.316670,2
Dar al Gani 888,44,2000,27.166670,16.133330,2
Frontier Mountain 01049,44.1,2001,-72.989440,160.406110,2
Grove Mountains 051804,44.15,2006,-72.779170,75.323610,2
LaPaz Icefield 02276,44.16,2002,-86.366670,-70.000000,2
Pecora Escarpment 01017,44.2,2002,-85.692680,-68.971830,2
Dar al Gani 822,44.2,2000,26.976330,16.467500,2
