name,mass (g),year,reclat,reclong,color
Grove Mountains 050179,5.03,2006,-72.958890,75.223330,1
Grove Mountains 020081,5.03,2003,-72.995560,75.220560,1
Meteorite Hills 001128,5.03,2000,-79.683330,159.750000,1
Meteorite Hills 00704,5.03,2000,-79.683330,159.750000,1
Dhofar 1450,5.04,2008,19.263970,54.723620,1
Frontier Mountain 03044,5.04,2003,-72.951940,160.522220,1
Tifariti,5.04,2002,26.500000,-10.500000,1
Frontier Mountain 01059,5.04,2001,-72.988890,160.406110,1
Frontier Mountain 01069,5.04,2001,-72.990000,160.406390,1
Meteorite Hills 00407,5.04,2000,-79.683330,155.750000,1
Meteorite Hills 00747,5.04,2000,-79.683330,155.750000,1
Jiddat al Harasis 216,5.05,2005,19.939580,56.414730,1
Pecora Escarpment 02061,5.05,2002,-85.633330,-68.700000,1
Pecora Escarpment 02064,5.05,2002,-85.633330,-68.700000,1
Frontier Mountain 01075,5.05,2001,-72.990560,160.406110,1
Frontier Mountain 01166,5.05,2001,-72.986940,160.408330,1
Meteorite Hills 01301,5.05,2001,-79.683330,159.750000,1
Jiddat al Harasis 526,5.06,2008,19.533330,55.175570,1
Shişr 157,5.06,2007,18.261050,53.992330,1
Grove Mountains 052713,5.06,2006,-72.780000,75.318056,1
Frontier Mountain 03089,5.06,2004,-72.993940,160.391500,1
Lucerne Valley 026,5.06,2003,34.500100,-116.942170,1
LaPaz Icefield 02316,5.06,2002,-86.366670,-70.000000,1
Pecora Escarpment 02063,5.06,2002,-85.633330,-68.700000,1
Queen Alexandra Range 02122,5.06,2002,-84.000000,168.000000,1
Frontier Mountain 01006,5.06,2001,-72.951670,160.509170,1
Frontier Mountain 01066,5.06,2001,-72.988610,160.407220,1
Meteorite Hills 01316,5.06,2001,-79.683330,159.750000,1
Meteorite Hills 001124,5.06,2000,-79.683330,159.750000,1
Meteorite Hills 00910,5.06,2000,-79.683330,155.750000,1
Tungsten Mountain 541,5.07,2007,39.688400,-117.624220,1
Grove Mountains 052894,5.07,2006,-72.825278,75.353611,1
Grove Mountains 053979,5.07,2006,-72.767500,75.418611,1
MacAlpine Hills 02522,5.07,2002,-84.216670,160.500000,1
Jiddat al Harasis 484,5.08,2008,19.978920,56.431940,1
Grove Mountains 050051,5.08,2006,-72.996944,75.218333,1
Meteorite Hills 01088,5.08,2001,-79.683330,159.750000,1
Meteorite Hills 00845,5.08,2000,-79.683330,159.750000,1
Frontier Mountain 10083,5.09,2011,-72.951280,160.515420,1
Jiddat al Harasis 487,5.09,2008,19.975670,56.418000,1
Sayh al Uhaymir 440,5.09,2007,20.551570,56.683080,1
Red Dry Lake 023,5.09,2002,35.663750,-114.026980,1
Grove Mountains 051942,5.11,2006,-72.778890,75.315560,1
Grove Mountains 052429,5.11,2006,-72.782780,75.324400,1
Grove Mountains 052437,5.11,2006,-72.781944,75.323056,1
Grove Mountains 052991,5.11,2006,-72.778056,75.310278,1
Grove Mountains 051908,5.12,2006,-72.780560,75.329720,1
Grove Mountains 052000,5.12,2006,-72.781940,75.299440,1
Grove Mountains 052207,5.13,2006,-72.772500,75.346670,1
Grove Mountains 052434,5.14,2006,-72.781940,75.323060,1
Grove Mountains 052661,5.14,2006,-72.778610,75.318330,1
MacAlpine Hills 02648,5.15,2002,-84.216670,160.500000,1
Grove Mountains 050059,5.16,2006,-72.992500,75.234440,1
Grove Mountains 052886,5.16,2006,-72.825280,75.353610,1
Grove Mountains 053276,5.16,2006,-72.774720,75.340000,1
Grove Mountains 050040,5.17,2006,-72.998611,75.193611,1
Ramlat as Sahmah 351,5.18,2010,20.383330,55.703600,1
Grove Mountains 051593,5.18,2006,-72.935278,75.319722,1
Grove Mountains 052430,5.19,2006,-72.781944,75.324167,1
Grove Mountains 054612,5.19,2006,-72.998889,75.187222,1
Lucerne Valley 040,5.21,2004,34.492100,-116.943080,1
Grove Mountains 052174,5.25,2006,-72.773060,75.338060,1
Grove Mountains 052321,5.25,2006,-72.778890,75.309720,1
Red Dry Lake 029,5.25,2004,35.626820,-114.043730,1
Grove Mountains 052892,5.27,2006,-72.825278,75.353611,1
Grove Mountains 054307,5.27,2006,-72.776111,75.334167,1
Queen Alexandra Range 02109,5.28,2002,-84.000000,168.000000,1
MacAlpine Hills 02617,5.31,2002,-84.216670,160.500000,1
Grove Mountains 020091,5.32,2003,-72.995830,75.227500,1
LaPaz Icefield 02279,5.32,2002,-86.366670,-70.000000,1
Grove Mountains 99012,5.36,2000,-73.083330,75.200000,1
Meteorite Hills 00781,5.36,2000,-79.683330,155.750000,1
Queen Alexandra Range 02132,5.39,2002,-84.000000,168.000000,1
Queen Alexandra Range 02127,5.43,2002,-84.000000,168.000000,1
Grove Mountains 053644,5.44,2006,-72.785830,75.274720,1
Grove Mountains 022258,5.45,2003,-72.778890,75.311110,1
Grove Mountains 020056,5.46,2003,-72.998610,75.198060,1
Grove Mountains 020576,5.47,2003,-72.983610,75.247220,1
Grove Mountains 022047,5.48,2003,-72.778610,75.315280,1
Queen Alexandra Range 02137,5.49,2002,-84.000000,168.000000,1
Ramlat as Sahmah 360,5.51,2010,20.476030,55.594320,1
Grove Mountains 99017,5.51,2000,-73.083330,75.200000,1
Grove Mountains 020044,5.52,2003,-72.993890,75.212500,1
Dhofar 1417,5.52,2001,19.107350,54.612930,1
Grove Mountains 022414,5.53,2003,-72.775280,75.325830,1
Frontier Mountain 03051,5.54,2003,-72.953580,160.492140,1
Grove Mountains 021951,5.56,2003,-72.773060,75.341390,1
LaPaz Icefield 02391,5.56,2002,-86.366670,-70.000000,1
Grove Mountains 052799,5.58,2006,-72.825280,75.353610,1
MacAlpine Hills 02528,5.61,2002,-84.216670,160.500000,1
Grove Mountains 021977,5.66,2003,-72.773890,75.342780,1
Grove Mountains 023301,5.71,2003,-72.775000,75.338890,1
Grove Mountains 020080,5.77,2003,-72.990280,75.277780,1
Grove Mountains 020108,5.79,2003,-72.980280,75.255560,1
Grove Mountains 022318,5.79,2003,-72.773330,75.339170,1
LaPaz Icefield 02399,5.81,2002,-86.366670,-70.000000,1
Grove Mountains 022183,5.82,2003,-72.781100,75.292200,1
Meteorite Hills 00631,5.82,2000,-79.683330,155.750000,1
Grove Mountains 022909,5.83,2003,-72.775000,75.318100,1
Grove Mountains 053744,5.84,2006,-72.781110,75.271390,1
MacAlpine Hills 02477,5.85,2002,-84.216670,160.500000,1
MacAlpine Hills 02614,5.88,2002,-84.216670,160.500000,1
Queen Alexandra Range 02174,5.88,2002,-84.000000,168.000000,1
Meteorite Hills 00810,5.91,2000,-79.683330,155.750000,1
Anoual,5.92,2006,32.734580,-2.957970,1
Grove Mountains 022235,5.92,2003,-72.778611,75.315278,1
Queen Alexandra Range 02144,5.93,2002,-84.000000,168.000000,1
Meteorite Hills 00772,5.93,2000,-79.683330,155.750000,1
Grove Mountains 022271,5.94,2003,-72.778333,75.311944,1
LaPaz Icefield 02403,5.94,2002,-86.366670,-70.000000,1
Meteorite Hills 00822,5.97,2000,-79.683330,155.750000,1
Meteorite Hills 00761,5.98,2000,-79.683330,155.750000,1
Grove Mountains 050111,5.99,2006,-72.979440,75.263060,1
Caleta el Cobre 018,6,2010,-24.250000,-70.516670,1
Jiddat al Harasis 522,6,2008,19.531700,55.181480,1
Jiddat al Harasis 524,6,2008,19.531220,55.179750,1
Allan Hills 06005,6,2006,-76.705220,158.778380,1
Red Dry Lake 063,6,2006,35.633330,-114.083330,1
Red Dry Lake 064,6,2006,35.641330,-114.090000,1
Sayh al Uhaymir 315,6,2004,21.013330,57.315000,1
Grove Mountains 022217,6,2003,-72.778333,75.320833,1
Lucerne Valley 051,6,2003,34.525000,-116.953330,1
Northwest Africa 4271,6,2003,27.950000,-7.833330,1
Dhofar 717,6,2001,19.326670,54.785000,1
Frontier Mountain 01030,6,2001,-72.990830,160.402500,1
Meteorite Hills 01209,6,2001,-79.683330,159.750000,1
Dar al Gani 825,6,2000,26.986830,16.437170,1
Meteorite Hills 00716,6,2000,-79.683330,159.750000,1
Dhofar 1668,6.01,2011,18.322000,54.148000,1
Shişr 127,6.01,2007,18.258050,53.993180,1
Frontier Mountain 03090,6.01,2004,-72.995030,160.389000,1
Grove Mountains 021933,6.01,2003,-72.776389,75.319167,1
Bluewing 001,6.01,2000,40.249500,-118.936830,1
Coyote Dry Lake 130,6.01,2000,35.067850,-116.749400,1
Meteorite Hills 00434,6.01,2000,-79.683330,155.750000,1
Red Dry Lake 067,6.02,2009,35.658680,-114.025730,1
Grove Mountains 021704,6.02,2003,-72.773333,75.337500,1
MacAlpine Hills 02489,6.02,2002,-84.216670,160.500000,1
Frontier Mountain 01033,6.02,2001,-72.990280,160.401940,1
Frontier Mountain 01169,6.02,2001,-72.952780,160.522220,1
Meteorite Hills 00929,6.02,2000,-79.683330,159.750000,1
LaPaz Icefield 02432,6.03,2002,-86.366670,-70.000000,1
Meteorite Hills 001031,6.03,2000,-79.683330,159.750000,1
Meteorite Hills 00420,6.03,2000,-79.683330,155.750000,1
Grove Mountains 050003,6.04,2005,-73.094444,75.203333,1
Grove Mountains 020224,6.04,2003,-72.987220,75.209720,1
LaPaz Icefield 02314,6.04,2002,-86.366670,-70.000000,1
MacAlpine Hills 02607,6.04,2002,-84.216670,160.500000,1
Queen Alexandra Range 02173,6.04,2002,-84.000000,168.000000,1
Meteorite Hills 00841,6.04,2000,-79.683330,159.750000,1
Great Sand Sea 041,6.05,2010,25.345830,25.498000,1
Lucerne Valley 097,6.05,2008,34.485650,-116.956730,1
Grove Mountains 051708,6.05,2006,-72.779720,75.316110,1
Grove Mountains 020095,6.05,2003,-72.995280,75.206670,1
LaPaz Icefield 02425,6.05,2002,-86.366670,-70.000000,1
Frontier Mountain 01072,6.05,2001,-72.990000,160.403890,1
Meteorite Hills 01313,6.05,2001,-79.683330,159.750000,1
Cook 012,6.06,2010,-30.913780,130.903860,1
Grove Mountains 050395,6.06,2006,-73.001390,75.205000,1
Grove Mountains 051616,6.06,2006,-72.937780,75.313890,1
Grove Mountains 021579,6.06,2003,-72.965280,75.215280,1
Frontier Mountain 01005,6.06,2001,-72.951670,160.508890,1
Frontier Mountain 01070,6.06,2001,-72.990000,160.406390,1
Meteorite Hills 001046,6.06,2000,-79.683330,159.750000,1
Meteorite Hills 00668,6.06,2000,-79.683330,159.750000,1
Meteorite Hills 00705,6.06,2000,-79.683330,159.750000,1
El Médano 168,6.07,2011,-24.850000,-70.533330,1
MacAlpine Hills 02551,6.07,2002,-84.216670,160.500000,1
Frontier Mountain 01009,6.07,2001,-72.952780,160.511390,1
Frontier Mountain 01153,6.07,2001,-72.988330,160.401390,1
Meteorite Hills 00421,6.07,2000,-79.683330,155.750000,1
Jiddat al Harasis 554,6.08,2008,19.599950,55.186030,1
Shişr 119,6.08,2007,18.254230,53.998000,1
Grove Mountains 022412,6.08,2003,-72.776389,75.316389,1
MacAlpine Hills 02476,6.08,2002,-84.216670,160.500000,1
MacAlpine Hills 02638,6.08,2002,-84.216670,160.500000,1
Frontier Mountain 01048,6.08,2001,-72.989440,160.406110,1
Stewart Valley 003,6.08,2001,36.211530,-116.167850,1
Meteorite Hills 001055,6.08,2000,-79.683330,159.750000,1
Meteorite Hills 001070,6.08,2000,-79.683330,159.750000,1
Meteorite Hills 00709,6.08,2000,-79.683330,155.750000,1
El Mirage Dry Lake 003,6.09,2010,34.634320,-117.562170,1
Shişr 146,6.09,2007,18.251880,53.998000,1
Meteorite Hills 01255,6.09,2001,-79.683330,159.750000,1
Meteorite Hills 01303,6.09,2001,-79.683330,159.750000,1
Meteorite Hills 00931,6.09,2000,-79.683330,159.750000,1
Grove Mountains 021736,6.11,2003,-72.789444,75.292222,1
Grove Mountains 99014,6.15,2000,-73.083330,75.200000,1
Grove Mountains 022782,6.17,2003,-72.775556,75.336944,1
Grove Mountains 020008,6.17,2002,-73.098060,75.209170,1
Dhofar 1619,6.18,2007,18.674580,54.439950,1
Grove Mountains 051744,6.22,2006,-72.778330,75.317500,1
LaPaz Icefield 02423,6.23,2002,-86.366670,-70.000000,1
Grove Mountains 020222,6.24,2003,-72.987222,75.209722,1
Grove Mountains 022152,6.24,2003,-72.778889,75.313611,1
Grove Mountains 050014,6.31,2006,-73.103890,75.175560,1
Grove Mountains 054481,6.32,2006,-72.916110,75.100280,1
Frontier Mountain 03043,6.32,2003,-72.951920,160.519830,1
Grove Mountains 020035,6.32,2002,-73.108060,75.204170,1
Grove Mountains 022167,6.33,2003,-72.781670,75.303890,1
Grove Mountains 022195,6.33,2003,-72.781390,75.305560,1
LaPaz Icefield 02288,6.33,2002,-86.366670,-70.000000,1
Grove Mountains 050389,6.34,2006,-72.937220,75.297220,1
Grove Mountains 020219,6.34,2003,-72.992500,75.206390,1
Grove Mountains 022240,6.35,2003,-72.778890,75.311110,1
Meteorite Hills 00752,6.35,2000,-79.683330,155.750000,1
Grove Mountains 022280,6.38,2003,-72.778330,75.313890,1
Grove Mountains 022405,6.38,2003,-72.772780,75.331390,1
Queen Alexandra Range 02113,6.42,2002,-84.000000,168.000000,1
Grove Mountains 052044,6.43,2006,-72.778330,75.318060,1
Grove Mountains 053824,6.45,2006,-72.779440,75.270000,1
LaPaz Icefield 02429,6.45,2002,-86.366670,-70.000000,1
Grove Mountains 053642,6.46,2006,-72.783890,75.269440,1
Grove Mountains 021661,6.46,2003,-72.774170,75.331110,1
Grove Mountains 022225,6.46,2003,-72.778330,75.320830,1
Grove Mountains 022463,6.46,2003,-72.773890,75.326940,1
Grove Mountains 052499,6.47,2006,-72.779170,75.307220,1
Grove Mountains 051904,6.48,2006,-72.781530,75.317100,1
Grove Mountains 053825,6.49,2006,-72.779320,75.270100,1
Grove Mountains 050405,6.51,2006,-72.995280,75.185280,1
Grove Mountains 021605,6.51,2003,-72.962778,75.225556,1
Roach Dry Lake 006,6.53,2001,35.683450,-115.347030,1
Grove Mountains 020061,6.55,2003,-72.999170,75.227780,1
Grove Mountains 021635,6.55,2003,-72.784722,75.298889,1
Red Dry Lake 025,6.55,2003,35.679470,-114.043380,1
Grove Mountains 022781,6.58,2003,-72.775000,75.330833,1
Grove Mountains 022137,6.59,2003,-72.778889,75.313611,1
Grove Mountains 022914,6.59,2003,-72.775000,75.319444,1
Grove Mountains 022913,6.63,2003,-72.775000,75.319167,1
MacAlpine Hills 02475,6.63,2002,-84.216670,160.500000,1
Grove Mountains 022904,6.64,2003,-72.775000,75.316667,1
Pecora Escarpment 02058,6.64,2002,-85.633330,-68.700000,1
Grove Mountains 021684,6.65,2003,-72.775000,75.320833,1
LaPaz Icefield 02286,6.65,2002,-86.366670,-70.000000,1
Grove Mountains 052358,6.66,2006,-72.782780,75.298890,1
Grove Mountains 050385,6.72,2006,-72.959440,75.226670,1
Grove Mountains 051911,6.74,2006,-72.778610,75.315000,1
Frontier Mountain 03034,6.74,2003,-72.951560,160.511940,1
Grove Mountains 020127,6.77,2003,-72.980560,75.262500,1
Grove Mountains 051563,6.78,2006,-72.935280,75.319440,1
Grove Mountains 020293,6.79,2003,-72.983889,75.246389,1
Grove Mountains 052286,6.81,2006,-72.777780,75.300560,1
Grove Mountains 051856,6.82,2006,-72.780000,75.311940,1
Meteorite Hills 00672,6.82,2000,-79.683330,155.750000,1
Grove Mountains 052492,6.83,2006,-72.779720,75.316110,1
Grove Mountains 052105,6.85,2006,-72.780280,75.330830,1
Lucerne Valley 050,6.85,2005,34.487280,-116.958330,1
Grove Mountains 022404,6.85,2003,-72.773611,75.342778,1
LaPaz Icefield 02242,6.86,2002,-86.366670,-70.000000,1
LaPaz Icefield 02348,6.86,2002,-86.366670,-70.000000,1
Grove Mountains 053656,6.87,2006,-72.789440,75.278330,1
Grove Mountains 053822,6.87,2006,-72.779440,75.270000,1
Grove Mountains 053106,6.88,2006,-72.777780,75.326390,1
Grove Mountains 020148,6.88,2003,-72.977500,75.265830,1
Grove Mountains 051766,6.89,2006,-72.778610,75.317780,1
Grove Mountains 020165,6.96,2003,-72.976390,75.263060,1
Meteorite Hills 00827,6.96,2000,-79.683330,155.750000,1
Meteorite Hills 00901,6.96,2000,-79.683330,155.750000,1
LaPaz Icefield 02284,6.99,2002,-86.366670,-70.000000,1
El Médano 010,7,2010,-24.850000,-70.533330,1
United Arab Emirates 007,7,2009,22.788750,55.094690,1
Grove Mountains 021563,7,2003,-72.934440,75.325000,1
LaPaz Icefield 02296,7,2002,-86.366670,-70.000000,1
Pecora Escarpment 01029,7,2002,-85.656280,-68.636130,1
Meteorite Hills 01129,7,2001,-79.683330,159.750000,1
Meteorite Hills 01234,7,2001,-79.683330,159.750000,1
Meteorite Hills 01323,7,2001,-79.683330,159.750000,1
Tungsten Mountain 008,7,2001,39.680720,-117.627780,1
Meteorite Hills 00958,7,2000,-79.683330,159.750000,1
Meteorite Hills 00973,7,2000,-79.683330,159.750000,1
Meteorite Hills 001012,7.01,2000,-79.683330,155.750000,1
Meteorite Hills 001075,7.01,2000,-79.683330,159.750000,1
Meteorite Hills 001102,7.01,2000,-79.683330,159.750000,1
Coyote Dry Lake 318,7.02,2009,35.075100,-116.750380,1
MacAlpine Hills 02606,7.02,2002,-84.216670,160.500000,1
Frontier Mountain 01119,7.02,2001,-72.991940,160.400000,1
Meteorite Hills 001045,7.02,2000,-79.683330,159.750000,1
Meteorite Hills 001068,7.02,2000,-79.683330,159.750000,1
O'Malley 013,7.03,2011,-30.885610,131.381970,1
Lucerne Valley 096,7.03,2008,34.486620,-116.956400,1
Frontier Mountain 03021,7.03,2003,-72.951140,160.463640,1
Frontier Mountain 01027,7.03,2001,-72.990280,160.403890,1
Meteorite Hills 01104,7.03,2001,-79.683330,159.750000,1
Meteorite Hills 001028,7.03,2000,-79.683330,159.750000,1
Meteorite Hills 001134,7.03,2000,-79.683330,159.750000,1
Meteorite Hills 00689,7.03,2000,-79.683330,155.750000,1
Meteorite Hills 00736,7.03,2000,-79.683330,155.750000,1
Ramlat al Wahibah 038,7.04,2006,21.370530,58.414020,1
Grove Mountains 020013,7.04,2002,-73.103330,75.170280,1
LaPaz Icefield 02306,7.04,2002,-86.366670,-70.000000,1
Frontier Mountain 01004,7.04,2001,-72.951670,160.508890,1
Meteorite Hills 01298,7.04,2001,-79.683330,159.750000,1
Dar al Gani 828,7.04,2000,26.972000,16.468000,1
Coyote Dry Lake 274,7.05,2006,35.059020,-116.768920,1
Grove Mountains 050390,7.05,2006,-72.989440,75.230000,1
Grove Mountains 020090,7.05,2003,-72.999440,75.261110,1
LaPaz Icefield 02431,7.05,2002,-86.366670,-70.000000,1
MacAlpine Hills 02667,7.05,2002,-84.216670,160.500000,1
Pecora Escarpment 01012,7.05,2002,-85.690000,-68.839670,1
Cuddeback Dry Lake 003,7.05,2000,35.291830,-117.470670,1
Meteorite Hills 001071,7.05,2000,-79.683330,159.750000,1
Meteorite Hills 00638,7.05,2000,-79.683330,155.750000,1
Meteorite Hills 00753,7.05,2000,-79.683330,155.750000,1
Meteorite Hills 00834,7.05,2000,-79.683330,155.750000,1
Grove Mountains 020161,7.06,2003,-72.978890,75.261110,1
MacAlpine Hills 02550,7.06,2002,-84.216670,160.500000,1
Meteorite Hills 01232,7.06,2001,-79.683330,159.750000,1
Frontier Mountain 10097,7.07,2011,-72.952850,160.485080,1
LaPaz Icefield 02318,7.07,2002,-86.366670,-70.000000,1
Meteorite Hills 01231,7.07,2001,-79.683330,159.750000,1
Grove Mountains 053978,7.08,2006,-72.771667,75.325278,1
Ramlat al Wahibah 008,7.08,2006,21.168300,58.391450,1
Grove Mountains 020140,7.08,2003,-72.977220,75.258610,1
Queen Alexandra Range 02157,7.08,2002,-84.000000,168.000000,1
Meteorite Hills 01110,7.08,2001,-79.683330,159.750000,1
Meteorite Hills 01292,7.08,2001,-79.683330,159.750000,1
Tungsten Mountain 003,7.08,2001,39.684490,-117.620720,1
Meteorite Hills 00417,7.08,2000,-79.683330,155.750000,1
Meteorite Hills 00950,7.08,2000,-79.683330,159.750000,1
Meteorite Hills 00955,7.08,2000,-79.683330,159.750000,1
Meteorite Hills 01190,7.09,2001,-79.683330,159.750000,1
Meteorite Hills 00853,7.09,2000,-79.683330,159.750000,1
Frontier Mountain 03009,7.13,2003,-72.951310,160.513060,1
Grove Mountains 051898,7.14,2006,-72.777500,75.330830,1
Grove Mountains 052490,7.14,2006,-72.779722,75.316111,1
Frontier Mountain 03036,7.18,2003,-72.951440,160.513250,1
Grove Mountains 051599,7.21,2006,-72.933610,75.308890,1
Grove Mountains 051721,7.22,2006,-72.994444,75.216667,1
Meteorite Hills 00637,7.23,2000,-79.683330,155.750000,1
Grove Mountains 020100,7.25,2003,-72.997220,75.203890,1
MacAlpine Hills 02616,7.25,2002,-84.216670,160.500000,1
Meteorite Hills 00688,7.28,2000,-79.683330,155.750000,1
Meteorite Hills 00692,7.29,2000,-79.683330,155.750000,1
Grove Mountains 050011,7.34,2006,-72.995556,75.193056,1
Queen Alexandra Range 02102,7.39,2002,-84.000000,168.000000,1
Meteorite Hills 00919,7.41,2000,-79.683330,155.750000,1
Meteorite Hills 00909,7.44,2000,-79.683330,155.750000,1
Grove Mountains 020167,7.48,2003,-72.978060,75.263610,1
Dhofar 1672,7.49,2011,18.732440,54.379360,1
LaPaz Icefield 02290,7.49,2002,-86.366670,-70.000000,1
Meteorite Hills 00784,7.51,2000,-79.683330,155.750000,1
Grove Mountains 051610,7.56,2006,-72.937780,75.314170,1
LaPaz Icefield 02426,7.56,2002,-86.366670,-70.000000,1
Lucerne Valley 023,7.56,2002,34.490950,-116.950380,1
Dhofar 1003,7.61,2001,18.926550,54.262400,1
Meteorite Hills 00776,7.62,2000,-79.683330,155.750000,1
MacAlpine Hills 02646,7.63,2002,-84.216670,160.500000,1
Great Sand Sea 034,7.72,2006,26.186670,25.455670,1
Grove Mountains 020084,7.73,2003,-72.996670,75.208330,1
Grove Mountains 052173,7.76,2006,-72.773060,75.338060,1
Frontier Mountain 03026,7.76,2003,-72.954220,160.450970,1
LaPaz Icefield 02277,7.76,2002,-86.366670,-70.000000,1
Sayh al Uhaymir 135,7.76,2001,21.064810,57.273560,1
Grove Mountains 050122,7.79,2006,-72.975830,75.268060,1
Grove Mountains 052885,7.79,2006,-72.825280,75.353610,1
MacAlpine Hills 02611,7.79,2002,-84.216670,160.500000,1
Grove Mountains 022234,7.84,2003,-72.778611,75.315278,1
Dhofar 832,7.84,2001,19.050400,54.490600,1
LaPaz Icefield 02302,7.86,2002,-86.366670,-70.000000,1
Queen Alexandra Range 02143,7.86,2002,-84.000000,168.000000,1
Grove Mountains 99003,7.86,2000,-73.083330,75.200000,1
Grove Mountains 021947,7.87,2003,-72.773056,75.340278,1
Meteorite Hills 00906,7.89,2000,-79.683330,155.750000,1
Grove Mountains 020070,7.91,2003,-72.999170,75.202780,1
Grove Mountains 022908,7.93,2003,-72.775000,75.317778,1
MacAlpine Hills 02707,7.94,2002,-84.216670,160.500000,1
Jiddat al Harasis 490,8,2008,19.976830,56.411080,1
Sayh al Uhaymir 317,8,2004,20.995000,57.326670,1
Święcany,8,2004,49.791390,21.257780,1
Dhofar 915,8,2003,19.205000,54.526670,1
Grove Mountains 021948,8,2003,-72.773056,75.340556,1
Frontier Mountain 01025,8,2001,-72.988890,160.406110,1
Meteorite Hills 01268,8,2001,-79.683330,159.750000,1
Shişr 151,8.01,2007,18.254230,53.994850,1
Dhofar 972,8.01,2004,19.385170,54.833670,1
Grove Mountains 022919,8.01,2003,-72.774720,75.323060,1
Meteorite Hills 01092,8.01,2001,-79.683330,159.750000,1
Meteorite Hills 01218,8.01,2001,-79.683330,159.750000,1
Tungsten Mountain 004,8.01,2001,39.684440,-117.620220,1
Meteorite Hills 00768,8.01,2000,-79.683330,155.750000,1
Grove Mountains 020166,8.02,2003,-72.977500,75.263060,1
Grove Mountains 021659,8.03,2003,-72.773060,75.345830,1
O'Malley 009,8.04,2011,-30.933830,131.361690,1
Frontier Mountain 09003,8.04,2009,-72.952950,160.447180,1
Frontier Mountain 03006,8.04,2003,-72.952190,160.506360,1
Grove Mountains 022283,8.04,2003,-72.779722,75.292778,1
Frontier Mountain 01029,8.04,2001,-72.990560,160.402780,1
Frontier Mountain 01053,8.04,2001,-72.989720,160.405560,1
Frontier Mountain 01067,8.04,2001,-72.989170,160.406670,1
Frontier Mountain 01144,8.04,2001,-72.993060,160.400280,1
Meteorite Hills 01322,8.04,2001,-79.683330,159.750000,1
Frontier Mountain 09016,8.05,2009,-72.952950,160.476520,1
Cuddeback Dry Lake 018,8.05,2008,35.286380,-117.483050,1
Grove Mountains 020048,8.05,2003,-73.000280,75.202220,1
Grove Mountains 022906,8.05,2003,-72.775000,75.317220,1
Grove Mountains 022912,8.05,2003,-72.775000,75.318889,1
Pecora Escarpment 01018,8.05,2002,-85.683970,-68.862030,1
Pecora Escarpment 01021,8.05,2002,-85.673000,-68.717580,1
Meteorite Hills 01229,8.05,2001,-79.683330,159.750000,1
Meteorite Hills 00964,8.05,2000,-79.683330,159.750000,1
Dhofar 1613,8.06,2009,18.695420,54.474250,1
Grove Mountains 022144,8.06,2003,-72.778890,75.313610,1
MacAlpine Hills 02619,8.06,2002,-84.216670,160.500000,1
Meteorite Hills 01091,8.06,2001,-79.683330,155.750000,1
Meteorite Hills 001076,8.06,2000,-79.683330,159.750000,1
Meteorite Hills 00813,8.06,2000,-79.683330,159.750000,1
Sayh al Uhaymir 137,8.07,2001,21.071280,57.101750,1
Grove Mountains 023167,8.08,2003,-72.773890,75.339440,1
Grove Mountains 020047,8.09,2003,-72.999440,75.228060,1
Grove Mountains 020024,8.09,2002,-73.083890,75.208330,1
Pecora Escarpment 01010,8.09,2002,-85.686230,-68.818450,1
Frontier Mountain 01045,8.09,2001,-72.989170,160.405280,1
Frontier Mountain 01154,8.09,2001,-72.988330,160.401390,1
Meteorite Hills 001095,8.09,2000,-79.683330,159.750000,1
Meteorite Hills 00999,8.09,2000,-79.683330,159.750000,1
Podgrodzie,8.09,2000,50.903330,21.549830,1
Grove Mountains 020118,8.12,2003,-72.979170,75.265830,1
Grove Mountains 051797,8.14,2006,-72.778890,75.332780,1
Grove Mountains 052263,8.15,2006,-72.776110,75.334440,1
LaPaz Icefield 02295,8.17,2002,-86.366670,-70.000000,1
Frontier Mountain 03049,8.18,2003,-72.952220,160.466390,1
Frontier Mountain 09022,8.2,2009,-72.952520,160.489280,1
Shişr 120,8.2,2007,18.254650,53.994470,1
Grove Mountains 051901,8.2,2006,-72.781800,75.318700,1
Meteorite Hills 01310,8.2,2001,-79.683330,159.750000,1
Grove Mountains 021946,8.21,2003,-72.773100,75.340000,1
Grove Mountains 054480,8.23,2006,-72.916110,75.100300,1
Frontier Mountain 03047,8.23,2003,-72.953330,160.489440,1
Grove Mountains 024061,8.24,2003,-72.981900,75.246700,1
Grove Mountains 051547,8.25,2006,-72.935280,75.321940,1
Grove Mountains 053145,8.25,2006,-72.774720,75.340000,1
Frontier Mountain 03083,8.25,2003,-72.995470,160.393720,1
Grove Mountains 020273,8.25,2003,-72.986110,75.213890,1
Grove Mountains 023586,8.27,2003,-72.984170,75.246670,1
Grove Mountains 022411,8.28,2003,-72.775830,75.324720,1
Great Sand Sea 032,8.3,2006,26.186670,25.455670,1
Meteorite Hills 001081,8.3,2000,-79.683330,159.750000,1
Meteorite Hills 001084,8.3,2000,-79.683330,159.750000,1
Meteorite Hills 00759,8.3,2000,-79.683330,155.750000,1
Grove Mountains 051596,8.31,2006,-72.940560,75.283060,1
LaPaz Icefield 02406,8.31,2002,-86.366670,-70.000000,1
Grove Mountains 051951,8.32,2006,-72.777220,75.329720,1
Grove Mountains 020115,8.34,2003,-72.978610,75.266110,1
Grove Mountains 052881,8.35,2006,-72.775280,75.353610,1
Grove Mountains 021596,8.36,2003,-72.824722,75.291944,1
