42529,13280,111,44,2016/11/29
44330,10500,76,40,2016/12/09
43425,16331,68,45,2016/12/09
42900,13113,83,43,2016/12/11
42479,18536,51,42,2016/12/23
42547,13262,92,51,2017/01/18
42529,13282,91,55,2017/01/18
42527,13287,98,47,2017/01/18
42546,13275,107,46,2017/01/18
42581,13310,100,40,2017/01/18
42494,13311,89,54,2017/01/18
42538,13288,110,41,2017/01/18
42622,13243,103,41,2017/01/18
42477,13281,100,50,2017/01/18
42610,13298,102,43,2017/01/18
42581,13243,126,42,2017/01/18
